date,content,cleaned_article_stemming,cleaned_article_lemmatization
2019-03-15,"Un avis publié ce matin par l'Autorité des marchés financiers relaie la déclaration selon laquelle le 13 mars, la méga-gestion américaine BlackRock a franchi en baisse les seuils de 5% du capital et des droits de vote d'Air Liquide. A cette date, pour le compte de ses fonds et de ses clients, et après la cession de titres hors marché et une restitution d'actions détenues à titre de collatéral, BlackRock pointait à 4,98% des parts et des voix du géant français des gaz industriels et médicaux.","['un', 'avis', 'publi', 'matin', 'march', 'financi', 'relai', 'déclar', 'selon', 'laquel', 'mar', 'américain', 'blackrock', 'a', 'franch', 'baiss', 'seuil', 'capital', 'droit', 'vot', 'a', 'cet', 'dat', 'compt', 'fond', 'client', 'apres', 'cession', 'titr', 'hor', 'march', 'restitu', 'détenu', 'titr', 'collatéral', 'blackrock', 'point', 'part', 'voix', 'gé', 'franc', 'gaz', 'industriel', 'médical']","['Un', 'avis', 'publié', 'matin', 'marchés', 'financier', 'relaie', 'déclaration', 'selon', 'laquelle', 'mar', 'américaine', 'BlackRock', 'a', 'franchi', 'baisse', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'A', 'cette', 'date', 'compte', 'fonds', 'client', 'après', 'cession', 'titre', 'hors', 'marché', 'restitution', 'détenues', 'titre', 'collatéral', 'BlackRock', 'pointait', 'part', 'voix', 'géant', 'français', 'gaz', 'industriels', 'médicaux']"
2019-03-13,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 11 mars 2019, les seuils de 5% du capital et des droits de vote de la société L'Air Liquide et détenir, pour le compte desdits clients et fonds, 21 506 700 actions L'Air Liquide représentant autant de droits de vote, soit 5,01% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une réception d'actions L'Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'mar', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'récept', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'mar', 'seuils', 'capital', 'droits', 'vote', 'société', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'réception', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-03-07,"La société BlackRock, Inc. agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en baisse, le 5 mars 2019, les seuils de 5% du capital et des droits de vote de la société Air Liquide et détenir, pour le compte desdits clients et fonds, 21 285 374 actions Air Liquide représentant autant de droits de vote, soit 4,96% du capital et des droits de vote de cette société. Ce franchissement de seuils résulte d'une cession d'actions Air Liquide hors et sur le marché et d'une restitution d'actions Air Liquide détenues à titre de collatéral.","['la', 'societ', 'blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'mar', 'seuil', 'capital', 'droit', 'vot', 'societ', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'cet', 'societ', 'ce', 'franch', 'seuil', 'résult', 'cession', 'hor', 'march', 'restitu', 'détenu', 'titr', 'collatéral']","['La', 'société', 'BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'mar', 'seuils', 'capital', 'droits', 'vote', 'société', 'Air', 'Liquide', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'cette', 'société', 'Ce', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'hors', 'marché', 'restitution', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral']"
2019-03-06,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 4 mars, les seuils de 5% du capital et des droits de vote d'Air Liquide. Elle détient, pour le compte desdits clients et fonds, 21.659.229 actions Air Liquide représentant autant de droits de vote, soit 5,04% du capital et des droits de vote. 'Ce franchissement de seuils résulte d'une réception d'actions Air Liquide détenues à titre de collatéral', indique l'AMF.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'mar', 'seuil', 'capital', 'droit', 'vot', 'elle', 'détient', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'franch', 'seuil', 'résult', 'récept', 'détenu', 'titr', 'collatéral', 'indiqu']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'mar', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'Elle', 'détient', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'franchissement', 'seuils', 'résulte', 'réception', 'Air', 'Liquide', 'détenues', 'titre', 'collatéral', 'indique']"
2019-03-05,"Le groupe Air Liquide annonce s'être vu décerné quatre labels 'Efficient Solution', décernés par la fondation Solar Impulse, dont trois pour des solutions développées par Air Liquide et une par un spin-off du groupe. Ainsi, ce sont les offres Nexelia (fusion du métal), Eco Chiller (éco-refroidisseur), de récupération d'énergie grâce à la cryogénie et Wagabox qui ont été distinguées.","['le', 'group', 'annonc', 'vu', 'décern', 'quatr', 'label', 'solut', 'décern', 'fondat', 'solar', 'impuls', 'dont', 'trois', 'solut', 'développ', 'group', 'ains', 'offre', 'nexeli', 'fusion', 'métal', 'eco', 'chill', 'récuper', 'grâc', 'cryogen', 'wagabox', 'distingu']","['Le', 'groupe', 'Air', 'Liquide', 'annonce', 'vu', 'décerné', 'quatre', 'label', 'Solution', 'décernés', 'fondation', 'Solar', 'Impulse', 'dont', 'trois', 'solution', 'développées', 'Air', 'Liquide', 'groupe', 'Ainsi', 'offres', 'Nexelia', 'fusion', 'métal', 'Eco', 'Chiller', 'récupération', 'grâce', 'cryogénie', 'Wagabox', 'distinguées']"
2019-03-01,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en baisse, le 27 février, les seuils de 5% du capital et des droits de vote d'Air Liquide et détenir 4,98% du capital et des droits de vote. Ce franchissement de seuils résulte d'une cession d'actions Air Liquide sur le marché et d'une restitution d'actions détenues à titre de collatéral.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'déten', 'capital', 'droit', 'vot', 'ce', 'franch', 'seuil', 'résult', 'cession', 'march', 'restitu', 'détenu', 'titr', 'collatéral']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'février', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'détenir', 'capital', 'droits', 'vote', 'Ce', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'marché', 'restitution', 'détenues', 'titre', 'collatéral']"
2019-02-27,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 25 février, les seuils de 5% du capital et des droits de vote d'Air Liquide. Elle a ainsi précisé détenir, pour le compte desdits clients et fonds, 21.666.668 actions Air Liquide représentant autant de droits de vote, soit 5,05% du capital et des droits de vote. 'Ce franchissement de seuils résulte d'une acquisition d'actions Air Liquide sur le marché et d'une réception d'actions détenues à titre de collatéral', précise l'AMF.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'hauss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'elle', 'a', 'ains', 'précis', 'déten', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'franch', 'seuil', 'résult', 'acquisit', 'march', 'récept', 'détenu', 'titr', 'collatéral', 'précis']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'hausse', 'février', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'Elle', 'a', 'ainsi', 'précisé', 'détenir', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'franchissement', 'seuils', 'résulte', 'acquisition', 'Air', 'Liquide', 'marché', 'réception', 'détenues', 'titre', 'collatéral', 'précise']"
2019-02-25,"BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en baisse, le 21 février, les seuils de 5% du capital et des droits de vote d'Air Liquide. BlackRock détient ainsi, pour le compte desdits clients et fonds, 21.216.603 actions Air Liquide représentant autant de droits de vote, soit 4,94% du capital et des droits de vote. 'Ce franchissement de seuils résulte d'une cession d'actions Air Liquide sur le marché et d'une restitution d'actions détenues à titre de collatéral', indique l'AMF.","['blackrock', 'agiss', 'compt', 'client', 'fond', 'dont', 'assur', 'gestion', 'a', 'déclar', 'avoir', 'franch', 'baiss', 'févri', 'seuil', 'capital', 'droit', 'vot', 'blackrock', 'détient', 'ains', 'compt', 'desdit', 'client', 'fond', 'action', 'représent', 'aut', 'droit', 'vot', 'capital', 'droit', 'vot', 'franch', 'seuil', 'résult', 'cession', 'march', 'restitu', 'détenu', 'titr', 'collatéral', 'indiqu']","['BlackRock', 'agissant', 'compte', 'client', 'fonds', 'dont', 'assure', 'gestion', 'a', 'déclaré', 'avoir', 'franchi', 'baisse', 'février', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'BlackRock', 'détient', 'ainsi', 'compte', 'desdits', 'client', 'fonds', 'action', 'Air', 'Liquide', 'représentant', 'autant', 'droits', 'vote', 'capital', 'droits', 'vote', 'franchissement', 'seuils', 'résulte', 'cession', 'Air', 'Liquide', 'marché', 'restitution', 'détenues', 'titre', 'collatéral', 'indique']"
2019-02-25,"Air Liquide annonce la construction au Canada du plus grand électrolyseur PEM (Membrane Échangeuse de Protons) au monde. Il sera d'une capacité de 20 mégawatts (MW) et permettra la production d'hydrogène décarboné. Air Liquide installera un électrolyseur de 20 MW, augmentant ainsi de 50 % la capacité actuelle de son site de production d'hydrogène située à Bécancour, dans la région de Québec, au Canada. ' La proximité de Bécancour avec les principaux marchés industriels au Canada et aux États-Unis contribuera à assurer l'approvisionnement en hydrogène bas carbone de l'Amérique du Nord, que ce soit pour des usages de l'industrie ou la mobilité ' indique le groupe. ' Ces investissements sont en ligne avec les objectifs climat du Groupe visant à réduire l'intensité carbone de ses activités, agir avec ses clients pour une industrie durable et favoriser l'émergence d'une société bas carbone. ' a déclaré Michael J. Graff, Directeur Général Adjoint et Directeur de Air Liquide S. A., Président et Chef de la direction d'American Air Liquide Holdings, Inc.","['annonc', 'construct', 'canad', 'plus', 'grand', 'électrolyseur', 'pem', 'membran', 'échang', 'proton', 'mond', 'il', 'capac', 'mégawatt', 'mw', 'permettr', 'product', 'décarbon', 'install', 'électrolyseur', 'mw', 'augment', 'ains', 'capac', 'actuel', 'sit', 'product', 'situ', 'bécancour', 'région', 'québec', 'canad', 'la', 'proxim', 'bécancour', 'principal', 'march', 'industriel', 'canad', 'contribu', 'assur', 'hydrogen', 'bas', 'carbon', 'nord', 'usag', 'mobil', 'indiqu', 'group', 'ce', 'invest', 'lign', 'object', 'climat', 'group', 'vis', 'réduir', 'carbon', 'activ', 'agir', 'client', 'industr', 'durabl', 'favoris', 'societ', 'bas', 'carbon', 'a', 'déclar', 'michael', 'graff', 'directeur', 'général', 'adjoint', 'directeur', 's', 'président', 'chef', 'direct', 'holding', 'inc']","['Air', 'Liquide', 'annonce', 'construction', 'Canada', 'plus', 'grand', 'électrolyseur', 'PEM', 'Membrane', 'Échangeuse', 'Protons', 'monde', 'Il', 'capacité', 'mégawatts', 'MW', 'permettra', 'production', 'décarboné', 'Air', 'Liquide', 'installera', 'électrolyseur', 'MW', 'augmentant', 'ainsi', 'capacité', 'actuelle', 'site', 'production', 'située', 'Bécancour', 'région', 'Québec', 'Canada', 'La', 'proximité', 'Bécancour', 'principaux', 'marchés', 'industriels', 'Canada', 'contribuera', 'assurer', 'hydrogène', 'ba', 'carbone', 'Nord', 'usage', 'mobilité', 'indique', 'groupe', 'Ces', 'investissements', 'ligne', 'objectifs', 'climat', 'Groupe', 'visant', 'réduire', 'carbone', 'activités', 'agir', 'client', 'industrie', 'durable', 'favoriser', 'société', 'ba', 'carbone', 'a', 'déclaré', 'Michael', 'Graff', 'Directeur', 'Général', 'Adjoint', 'Directeur', 'Air', 'Liquide', 'S', 'Président', 'Chef', 'direction', 'Air', 'Liquide', 'Holdings', 'Inc']"
2019-02-19,"Un avis publié ce matin par l'Autorité des marchés financiers relaie la déclaration selon laquelle le 15 février, la méga-gestion américaine BlackRock a franchi en hausse les seuils de 5% du capital et des droits de vote d'Air Liquide. A cette date, pour le compte de ses fonds et de ses clients, et après l'achat de titres hors marché et la réception d'actions détenues à titre de collatéral, BlackRock pointait à 5,01% des parts et des voix du géant français des gaz industriels et médicaux.","['un', 'avis', 'publi', 'matin', 'march', 'financi', 'relai', 'déclar', 'selon', 'laquel', 'févri', 'américain', 'blackrock', 'a', 'franch', 'hauss', 'seuil', 'capital', 'droit', 'vot', 'a', 'cet', 'dat', 'compt', 'fond', 'client', 'apres', 'titr', 'hor', 'march', 'récept', 'détenu', 'titr', 'collatéral', 'blackrock', 'point', 'part', 'voix', 'gé', 'franc', 'gaz', 'industriel', 'médical']","['Un', 'avis', 'publié', 'matin', 'marchés', 'financier', 'relaie', 'déclaration', 'selon', 'laquelle', 'février', 'américaine', 'BlackRock', 'a', 'franchi', 'hausse', 'seuils', 'capital', 'droits', 'vote', 'Liquide', 'A', 'cette', 'date', 'compte', 'fonds', 'client', 'après', 'titre', 'hors', 'marché', 'réception', 'détenues', 'titre', 'collatéral', 'BlackRock', 'pointait', 'part', 'voix', 'géant', 'français', 'gaz', 'industriels', 'médicaux']"
2019-02-14,"Liberum réaffirme sa recommandation 'achat' et son objectif de cours de 126 euros sur Air Liquide, après la publication des résultats annuels du géant français des gaz industriels, d'où ressort la croissance rapide de son activité de gaz électroniques. Le broker souligne que celle-ci a réalisé une croissance organique impressionnante à chaque trimestre en 2018 (+10% en données comparables sur l'année), soutenue par une progression structurelle dans son activité de matériaux avancés. 'L'électronique ne représente que 9% des revenus de gaz aujourd'hui et probablement 10-12% des profits, mais est un actif sous-apprécié avec des retours supérieurs à la moyenne et le potentiel de maintenir une croissance deux fois la moyenne du groupe', poursuit-il. Air Liquide's Electronic Gases business enjoyed impressive organic growth in 2018 in every quarter (+10% LFL for year) buoyed by a structural growth story in its advanced materials business where the materials intensity of semiconductor and display manufacturing is increasing. In 4Q18 the growth was particularly eye-catching at +17% yoy as progress in Advanced Materials combined with a 50% increase in sales in the lumpy Equipment and Installation business and the ramp up of carrier gases units in Singapore, Taiwaan, China and Japan. Electronics is only 9% of Gases revenues today and probably 10-12% of profits but is an underappreciated asset with above average returns and the potential to sustain growth 2x the group average. For those interested in learning more refer to our deep dive shown below ","['liberum', 'réaffirm', 'recommand', 'object', 'cour', 'euros', 'apres', 'publiqu', 'résultat', 'annuel', 'gé', 'franc', 'gaz', 'industriel', 'ressort', 'croissanc', 'rapid', 'activ', 'gaz', 'électron', 'le', 'brok', 'soulign', 'a', 'réalis', 'croissanc', 'organ', 'impression', 'chaqu', 'trimestr', 'don', 'compar', 'soutenu', 'progress', 'structurel', 'activ', 'matérial', 'avanc', 'représent', 'revenus', 'gaz', 'probabl', 'profit', 'actif', 'retour', 'supérieur', 'moyen', 'potentiel', 'mainten', 'croissanc', 'deux', 'fois', 'moyen', 'group', 'electronic', 'gas', 'business', 'enjoyed', 'impress', 'organic', 'growth', 'in', 'in', 'every', 'quart', 'lfl', 'for', 'year', 'buoyed', 'by', 'a', 'structural', 'growth', 'story', 'in', 'it', 'advanced', 'material', 'business', 'wher', 'the', 'material', 'intensity', 'of', 'semiconductor', 'and', 'display', 'manufacturing', 'is', 'increasing', 'in', 'the', 'growth', 'was', 'particularly', 'at', 'yoy', 'progress', 'in', 'advanced', 'material', 'combined', 'with', 'a', 'increas', 'in', 'sal', 'in', 'the', 'lumpy', 'equipment', 'and', 'install', 'business', 'and', 'the', 'ramp', 'up', 'of', 'carri', 'gas', 'unit', 'in', 'singapor', 'taiwaan', 'chin', 'and', 'japan', 'electronic', 'is', 'only', 'of', 'gas', 'revenu', 'today', 'and', 'probably', 'of', 'profit', 'but', 'is', 'an', 'underappreciated', 'asset', 'with', 'abov', 'averag', 'return', 'and', 'the', 'potential', 'to', 'sustain', 'growth', 'the', 'group', 'averag', 'for', 'thos', 'interested', 'in', 'learning', 'mor', 'ref', 'to', 'our', 'deep', 'div', 'shown', 'below']","['Liberum', 'réaffirme', 'recommandation', 'objectif', 'cours', 'euro', 'Air', 'Liquide', 'après', 'publication', 'résultats', 'annuels', 'géant', 'français', 'gaz', 'industriels', 'ressort', 'croissance', 'rapide', 'activité', 'gaz', 'électroniques', 'Le', 'broker', 'souligne', 'a', 'réalisé', 'croissance', 'organique', 'impressionnante', 'chaque', 'trimestre', 'données', 'comparables', 'soutenue', 'progression', 'structurelle', 'activité', 'matériaux', 'avancés', 'représente', 'revenus', 'gaz', 'probablement', 'profit', 'actif', 'retours', 'supérieurs', 'moyenne', 'potentiel', 'maintenir', 'croissance', 'deux', 'fois', 'moyenne', 'groupe', 'Air', 'Liquide', 'Electronic', 'Gases', 'business', 'enjoyed', 'impressive', 'organic', 'growth', 'in', 'in', 'every', 'quarter', 'LFL', 'for', 'year', 'buoyed', 'by', 'a', 'structural', 'growth', 'story', 'in', 'it', 'advanced', 'material', 'business', 'where', 'the', 'material', 'intensity', 'of', 'semiconductor', 'and', 'display', 'manufacturing', 'is', 'increasing', 'In', 'the', 'growth', 'wa', 'particularly', 'at', 'yoy', 'progress', 'in', 'Advanced', 'Materials', 'combined', 'with', 'a', 'increase', 'in', 'sale', 'in', 'the', 'lumpy', 'Equipment', 'and', 'Installation', 'business', 'and', 'the', 'ramp', 'up', 'of', 'carrier', 'gas', 'unit', 'in', 'Singapore', 'Taiwaan', 'China', 'and', 'Japan', 'Electronics', 'is', 'only', 'of', 'Gases', 'revenue', 'today', 'and', 'probably', 'of', 'profit', 'but', 'is', 'an', 'underappreciated', 'asset', 'with', 'above', 'average', 'return', 'and', 'the', 'potential', 'to', 'sustain', 'growth', 'the', 'group', 'average', 'For', 'those', 'interested', 'in', 'learning', 'more', 'refer', 'to', 'our', 'deep', 'dive', 'shown', 'below']"
2019-02-14,"Air Liquide affiche un résultat net part du groupe en progression de 4,2% à 2.113 millions d'euros en 2018, et une marge opérationnelle (ROC sur chiffre d'affaires) de 16,4% au total et 16,6% hors effet énergie, en amélioration de 10 points de base. A 21.011 millions d'euros, le chiffre d'affaires du groupe de gaz industriels ressort en hausse publiée de 3,3% et comparable de 6,1%, supérieure à la borne haute de l'objectif NEOS. Il est soutenu par une croissance des ventes gaz et services élevée (+5,2%). Air Liquide proposera un dividende stable à 2,65 euros par action, ainsi que l'attribution d'une action gratuite pour 10 actions détenues. Il se dit 'confiant dans sa capacité à réaliser en 2019 une croissance du résultat net, calculée à change constant'.","['affich', 'résultat', 'net', 'part', 'group', 'progress', 'million', 'marg', 'opérationnel', 'roc', 'chiffr', 'total', 'hor', 'effet', 'énerg', 'amélior', 'point', 'bas', 'a', 'million', 'chiffr', 'group', 'gaz', 'industriel', 'ressort', 'hauss', 'publi', 'compar', 'supérieur', 'born', 'haut', 'neos', 'il', 'soutenu', 'croissanc', 'vent', 'gaz', 'servic', 'élev', 'propos', 'dividend', 'stabl', 'euros', 'action', 'ains', 'action', 'gratuit', 'action', 'détenu', 'il', 'dit', 'capac', 'réalis', 'croissanc', 'résultat', 'net', 'calcul', 'chang', 'const']","['Air', 'Liquide', 'affiche', 'résultat', 'net', 'part', 'groupe', 'progression', 'million', 'marge', 'opérationnelle', 'ROC', 'chiffre', 'total', 'hors', 'effet', 'énergie', 'amélioration', 'point', 'base', 'A', 'million', 'chiffre', 'groupe', 'gaz', 'industriels', 'ressort', 'hausse', 'publiée', 'comparable', 'supérieure', 'borne', 'haute', 'NEOS', 'Il', 'soutenu', 'croissance', 'ventes', 'gaz', 'service', 'élevée', 'Air', 'Liquide', 'proposera', 'dividende', 'stable', 'euro', 'action', 'ainsi', 'action', 'gratuite', 'action', 'détenues', 'Il', 'dit', 'capacité', 'réaliser', 'croissance', 'résultat', 'net', 'calculée', 'change', 'constant']"
2019-02-06,"Air Liquide annonce l'acquisition par Airgas de TA Corporate Holdings, Inc. Cette société est un important distributeur indépendant de gaz industriels et de fournitures de soudage des Etats-Unis desservant plusieurs zones géographiques du pays. L'entreprise qui compte environ 550 collaborateurs, a généré environ 190 millions de dollars US en 2018. Tech Air exploite 50 sites en Californie, au Texas, ainsi que dans le nord-est et le sud-est des États-Unis. La société compte plus de 45 000 clients. ' Avec cette acquisition, Airgas pourra continuer à renforcer son réseau de distribution permettant une plus grande proximité avec les clients locaux ' indique le groupe.","['annonc', 'airg', 'ta', 'corporat', 'holding', 'inc', 'cet', 'societ', 'import', 'distributeur', 'indépend', 'gaz', 'industriel', 'fournitur', 'soudag', 'desserv', 'plusieur', 'zon', 'géograph', 'pay', 'compt', 'environ', 'collabor', 'a', 'géner', 'environ', 'million', 'dollar', 'us', 'tech', 'exploit', 'sit', 'californ', 'tex', 'ains', 'la', 'societ', 'compt', 'plus', 'client', 'avec', 'cet', 'acquisit', 'airg', 'pourr', 'continu', 'renforc', 'réseau', 'distribu', 'permet', 'plus', 'grand', 'proxim', 'client', 'local', 'indiqu', 'group']","['Air', 'Liquide', 'annonce', 'Airgas', 'TA', 'Corporate', 'Holdings', 'Inc', 'Cette', 'société', 'important', 'distributeur', 'indépendant', 'gaz', 'industriels', 'fournitures', 'soudage', 'desservant', 'plusieurs', 'zone', 'géographiques', 'pay', 'compte', 'environ', 'collaborateurs', 'a', 'généré', 'environ', 'million', 'dollar', 'US', 'Tech', 'Air', 'exploite', 'site', 'Californie', 'Texas', 'ainsi', 'La', 'société', 'compte', 'plus', 'client', 'Avec', 'cette', 'acquisition', 'Airgas', 'pourra', 'continuer', 'renforcer', 'réseau', 'distribution', 'permettant', 'plus', 'grande', 'proximité', 'client', 'locaux', 'indique', 'groupe']"
2019-02-05,"Air Liquide, le géant français des gaz industriels et médicaux, annonce ce matin l'acquisition de deux sociétés suisses qui étofferont son activité de santé à domicile : Sleep & Health et Megamed. Les conditions financières des opérations n'ont pas été précisées. Megamed est 'présente depuis près de 50 ans sur le marché suisse' quand Sleep & Health, fondée en 2003, est présentée comme 'un acteur national qui accompagne les patients souffrant d'apnée du sommeil'. Concurrent entre autres de l'allemand Linde, Air Liquide revendique le rang de numéro un européen de la santé à domicile.","['gé', 'franc', 'gaz', 'industriel', 'médical', 'annonc', 'matin', 'deux', 'societ', 'suiss', 'étoff', 'activ', 'sant', 'domicil', 'sleep', 'health', 'megamed', 'le', 'condit', 'financi', 'oper', 'précis', 'megamed', 'depuis', 'pres', 'an', 'march', 'suiss', 'quand', 'sleep', 'health', 'fond', 'présent', 'comm', 'acteur', 'national', 'accompagn', 'patient', 'souffr', 'sommeil', 'concurrent', 'entre', 'autr', 'lind', 'revend', 'rang', 'numéro', 'européen', 'sant', 'domicil']","['Air', 'Liquide', 'géant', 'français', 'gaz', 'industriels', 'médicaux', 'annonce', 'matin', 'deux', 'sociétés', 'suisse', 'étofferont', 'activité', 'santé', 'domicile', 'Sleep', 'Health', 'Megamed', 'Les', 'condition', 'financières', 'opérations', 'précisées', 'Megamed', 'depuis', 'près', 'an', 'marché', 'suisse', 'quand', 'Sleep', 'Health', 'fondée', 'présentée', 'comme', 'acteur', 'national', 'accompagne', 'patient', 'souffrant', 'sommeil', 'Concurrent', 'entre', 'autres', 'Linde', 'Air', 'Liquide', 'revendique', 'rang', 'numéro', 'européen', 'santé', 'domicile']"
